# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -370 80 0 -0.232493 -0.165428 -0.406376 0 0 0 
-520 -370 90 0 -0.250343 -0.178128 -0.380256 0 0 0 
-520 -370 100 0 -0.265464 -0.188888 -0.353534 0 0 0 
-520 -360 -100 0 0.283356 0.19617 -0.363204 0 0 0 
-520 -360 -90 0 0.267783 0.185388 -0.391972 0 0 0 
-520 -360 -80 0 0.2492 0.172523 -0.420202 0 0 0 
-520 -360 -70 0 0.22746 0.157472 -0.447346 0 0 0 
-520 -360 -60 0 0.20219 0.139977 -0.472542 0 0 0 
-520 -360 -50 0 0.173994 0.120457 -0.495394 0 0 0 
-520 -360 -40 0 0.143099 0.0990686 -0.515333 0 0 0 
-520 -360 -30 0 0.109631 0.0758987 -0.531418 0 0 0 
-520 -360 -20 0 0.0741784 0.0513543 -0.543186 0 0 0 
-520 -360 -10 0 0.0374415 0.025921 -0.550568 0 0 0 
-520 -360 0 0 0 0 -0.55334 0 0 0 
-520 -360 10 0 -0.0374415 -0.025921 -0.550568 0 0 0 
-520 -360 20 0 -0.0741784 -0.0513543 -0.543186 0 0 0 
-520 -360 30 0 -0.109631 -0.0758987 -0.531418 0 0 0 
-520 -360 40 0 -0.143099 -0.0990686 -0.515333 0 0 0 
-520 -360 50 0 -0.173994 -0.120457 -0.495394 0 0 0 
-520 -360 60 0 -0.20219 -0.139977 -0.472542 0 0 0 
-520 -360 70 0 -0.22746 -0.157472 -0.447346 0 0 0 
-520 -360 80 0 -0.2492 -0.172523 -0.420202 0 0 0 
-520 -360 90 0 -0.267783 -0.185388 -0.391972 0 0 0 
-520 -360 100 0 -0.283356 -0.19617 -0.363204 0 0 0 
-520 -350 -100 0 0.302698 0.203739 -0.372827 0 0 0 
-520 -350 -90 0 0.286731 0.192992 -0.403836 0 0 0 
-520 -350 -80 0 0.267441 0.180008 -0.4344 0 0 0 
-520 -350 -70 0 0.244637 0.16466 -0.463914 0 0 0 
-520 -350 -60 0 0.217879 0.146649 -0.491428 0 0 0 
-520 -350 -50 0 0.187821 0.126418 -0.516467 0 0 0 
-520 -350 -40 0 0.154706 0.104129 -0.538377 0 0 0 
-520 -350 -30 0 0.118664 0.0798699 -0.556098 0 0 0 
-520 -350 -20 0 0.0803567 0.0540862 -0.569086 0 0 0 
-520 -350 -10 0 0.0405816 0.0273145 -0.577244 0 0 0 
-520 -350 0 0 0 0 -0.580308 0 0 0 
-520 -350 10 0 -0.0405816 -0.0273145 -0.577244 0 0 0 
-520 -350 20 0 -0.0803567 -0.0540862 -0.569086 0 0 0 
-520 -350 30 0 -0.118664 -0.0798699 -0.556098 0 0 0 
-520 -350 40 0 -0.154706 -0.104129 -0.538377 0 0 0 
-520 -350 50 0 -0.187821 -0.126418 -0.516467 0 0 0 
-520 -350 60 0 -0.217879 -0.146649 -0.491428 0 0 0 
-520 -350 70 0 -0.244637 -0.16466 -0.463914 0 0 0 
-520 -350 80 0 -0.267441 -0.180008 -0.4344 0 0 0 
-520 -350 90 0 -0.286731 -0.192992 -0.403836 0 0 0 
-520 -350 100 0 -0.302698 -0.203739 -0.372827 0 0 0 
-520 -340 -100 0 0.323164 0.2113 -0.382299 0 0 0 
-520 -340 -90 0 0.306862 0.200641 -0.415692 0 0 0 
-520 -340 -80 0 0.286898 0.187587 -0.448756 0 0 0 
-520 -340 -70 0 0.26303 0.171981 -0.480828 0 0 0 
-520 -340 -60 0 0.234734 0.15348 -0.510864 0 0 0 
-520 -340 -50 0 0.20272 0.132548 -0.538293 0 0 0 
-520 -340 -40 0 0.167244 0.109352 -0.562366 0 0 0 
-520 -340 -30 0 0.12844 0.0839803 -0.581887 0 0 0 
-520 -340 -20 0 0.0870531 0.0569193 -0.596224 0 0 0 
-520 -340 -10 0 0.0439879 0.0287614 -0.605239 0 0 0 
-520 -340 0 0 0 0 -0.608628 0 0 0 
-520 -340 10 0 -0.0439879 -0.0287614 -0.605239 0 0 0 
-520 -340 20 0 -0.0870531 -0.0569193 -0.596224 0 0 0 
-520 -340 30 0 -0.12844 -0.0839803 -0.581887 0 0 0 
-520 -340 40 0 -0.167244 -0.109352 -0.562366 0 0 0 
-520 -340 50 0 -0.20272 -0.132548 -0.538293 0 0 0 
