# fieldmap
#x y z t Bx By Bz Ex Ey Ez
-520 -360 40 0 -0.333395 0.0728105 -0.417826 0 0 0 
-520 -360 50 0 -0.352281 0.0503906 -0.398284 0 0 0 
-520 -360 60 0 -0.368327 0.0291837 -0.377083 0 0 0 
-520 -360 70 0 -0.381386 0.00945379 -0.354629 0 0 0 
-520 -360 80 0 -0.391646 -0.00869498 -0.331401 0 0 0 
-520 -360 90 0 -0.399334 -0.0252275 -0.307802 0 0 0 
-520 -360 100 0 -0.404632 -0.0401202 -0.284168 0 0 0 
-520 -350 -100 0 0.0956402 0.359399 -0.382944 0 0 0 
-520 -350 -90 0 0.0698422 0.352793 -0.406327 0 0 0 
-520 -350 -80 0 0.0415674 0.343776 -0.428248 0 0 0 
-520 -350 -70 0 0.0110316 0.332271 -0.448208 0 0 0 
-520 -350 -60 0 -0.0215307 0.318038 -0.465474 0 0 0 
-520 -350 -50 0 -0.055585 0.301384 -0.479768 0 0 0 
-520 -350 -40 0 -0.0906542 0.28246 -0.490697 0 0 0 
-520 -350 -30 0 -0.126207 0.261492 -0.497946 0 0 0 
-520 -350 -20 0 -0.161677 0.238774 -0.5013 0 0 0 
-520 -350 -10 0 -0.19649 0.214654 -0.500653 0 0 0 
-520 -350 0 0 -0.230085 0.189523 -0.496021 0 0 0 
-520 -350 10 0 -0.26194 0.163797 -0.487532 0 0 0 
-520 -350 20 0 -0.291597 0.137899 -0.475428 0 0 0 
-520 -350 30 0 -0.31846 0.112263 -0.459879 0 0 0 
-520 -350 40 0 -0.342376 0.0872997 -0.441474 0 0 0 
-520 -350 50 0 -0.363232 0.0633381 -0.420735 0 0 0 
-520 -350 60 0 -0.380954 0.0406501 -0.398152 0 0 0 
-520 -350 70 0 -0.395555 0.0194469 -0.374215 0 0 0 
-520 -350 80 0 -0.407129 -0.000121772 -0.349394 0 0 0 
-520 -350 90 0 -0.415827 -0.0179655 -0.324119 0 0 0 
-520 -350 100 0 -0.421852 -0.0340469 -0.298774 0 0 0 
-520 -340 -100 0 0.121537 0.379309 -0.387803 0 0 0 
-520 -340 -90 0 0.0950079 0.373802 -0.413479 0 0 0 
-520 -340 -80 0 0.0657561 0.365875 -0.437857 0 0 0 
-520 -340 -70 0 0.0338575 0.355267 -0.460319 0 0 0 
-520 -340 -60 0 -0.000383265 0.341924 -0.480302 0 0 0 
-520 -340 -50 0 -0.0365579 0.325875 -0.497264 0 0 0 
-520 -340 -40 0 -0.0741644 0.307235 -0.510719 0 0 0 
-520 -340 -30 0 -0.112624 0.286206 -0.520257 0 0 0 
-520 -340 -20 0 -0.151303 0.263073 -0.525577 0 0 0 
-520 -340 -10 0 -0.189413 0.238069 -0.526194 0 0 0 
-520 -340 0 0 -0.226324 0.211786 -0.522348 0 0 0 
